created_at,text
Apr 25,"['@Wendys', 'why', 'are', 'your', 'fries', 'always', 'soggy?', 'Thanks']"
Apr 25,"['RT', '@Wendys:', 'Talk', 'about', 'a', 'deal', 'of', 'a', 'meal.', 'With', 'a', 'Bacon', 'Double', 'Stack,', '4', 'piece', 'nuggets,', 'small', 'fries', 'and', 'drink', 'for', 'just', '$5,', 'the', 'Biggie', 'Bag', 'is', 't…']"
Apr 25,"['I', 'want', '@BurgerKing', 'to', 'follow', '@McDonalds', '&amp;', '@Wendys', 'in', 'committing', 'to', 'phase', 'out', 'polluting', 'plastic', 'to-go', 'containers!']"
Apr 25,"['When', 'you', 'ask', '@Wendys', 'for', 'a', 'large', 'water', 'and', 'they', 'give', 'you', 'the', 'baby', 'cup', '#wutimsposedtodowiththis', 'https://t.co/w1AnHiskav']"
Apr 25,"['@Wendys', 'Instead', 'of', 'trying2sell', 'people', 'in', 'drive-thru.', 'Teach', 'employees', 'how2listen.', 'Dbl', 'burger', 'no', 'cheese', 'no', 'tomato', 'no…', 'https://t.co/BVgiR0oHBe']"
Apr 25,"['@s8n', '@Wendys', '@SanClementeJedi', 'The', 'UK', 'is', 'hell?', 'Makes', 'sense.']"
Apr 25,"['I', 'want', '@BurgerKing', 'to', 'follow', '@McDonalds', '&amp;', '@Wendys', 'in', 'committing', 'to', 'phase', 'out', 'polluting', 'plastic', 'to-go', 'containers!']"
Apr 25,"['@JoeyDefy', '@WhiteCastle', 'Hell', 'no', 'they', 'nasty.', 'I""ll', 'stick', 'with', '@Wendys']"
Apr 25,"['@Wendys', 'What', 'happened', 'to', 'the', '4', 'for', '4', 'o', 'wait', 'it’s', 'a', '4', 'for', '4', 'gust', 'a', 'extra', 'patty', 'so', 'a', '4', 'for', '5', 'I’m', 'confused']"
Apr 25,"['@Wendys', '@BreBreDoesStuff', 'If', 'you', 'wrote', 'me', 'a', 'rap', 'song', 'about', 'Wendy""s', 'I""d', 'rap', 'it', 'no', 'cap']"
Apr 25,"['RT', '@behindyourback:', 'learning', 'about', 'Pete', 'Buttigieg', 'has', 'been', 'like', 'getting', 'excited', 'by', 'a', 'great', 'teaser', 'trailer', 'for', 'a', 'cool', 'looking', 'movie', 'that', 'you…']"
Apr 25,"['@Wendys', 'What', 'is', 'the', 'best', 'food', 'at', 'Wendy’s']"
Apr 25,"['@Wendys', 'has', 'good', 'fries,', '@McDonalds', 'has', 'great', 'fries,', '@BurgerKing', '....🤷🏽\u200d♂️']"
Apr 25,"['I', 'want', '@BurgerKing', 'to', 'follow', '@McDonalds', '&amp;', '@Wendys', 'in', 'committing', 'to', 'phase', 'out', 'polluting', 'plastic', 'to-go', 'containers!']"
Apr 25,"['@_ajahhhboo', '@Wendys', 'Like', 'who', 'would', 'approve', 'of', 'that']"
Apr 25,"['@ChefScooba', '@Wendys', 'I', 'don""t', 'know', 'what', 'that', '#', 'means.', 'So', 'there.']"
Apr 25,"['I', 'want', '@BurgerKing', 'to', 'follow', '@McDonalds', '&amp;', '@Wendys', 'in', 'committing', 'to', 'phase', 'out', 'polluting', 'plastic', 'to-go', 'containers!']"
Apr 25,"['@jennfaynberg', 'substantially,', 'a', 'hot', 'dog', 'is', 'a', 'sandwich,', 'wendys', 'fries', 'are', 'crushed', 'by', 'the', 'superior', 'mcdonalds', 'fry']"
Apr 25,"['@JuiceDaJet', '@Wendys', 'Nasty', '!']"
Apr 25,"['@Wendys', 'you', 'need', 'to', 'bring', 'the', 'old', 'bbq', 'back!', 'What', 'were', 'you', 'thinking??!!']"
Apr 25,"['@_QueenSammy__', '@Wendys', 'Let', 'me', 'change', 'the', 'question', 'then.', 'When', 'is', 'it', 'coming', 'to', '#yxe', 'I""m', 'still', 'hungry...']"
Apr 25,"['RT', '@Koreaboo:', 'BTS', 'V', 'Found', 'A', 'Girl’s', 'Earring', 'On', 'Stage…', 'Now', 'Fans', 'Want', 'The', 'Rest', 'Of', 'This', 'Cinderella', 'Story', 'https://t.co/2AlGi0e2qP']"
Apr 25,"['Where', 'did', 'the', 'whole', '‘Sir,', 'this', 'is', 'a', '@Wendys’', 'thing', 'come', 'from?', 'Is', 'it', 'a', 'line', 'from', 'a', 'movie', 'or', 'TV', 'show?', 'I', 'think', 'it’s', 'hi…', 'https://t.co/bHwgZfRd3K']"
Apr 25,"['RT', '@Koreaboo:', 'BTS', 'V', 'Found', 'A', 'Girl’s', 'Earring', 'On', 'Stage…', 'Now', 'Fans', 'Want', 'The', 'Rest', 'Of', 'This', 'Cinderella', 'Story', 'https://t.co/2AlGi0e2qP']"
Apr 25,"['RT', '@NSULASciences:', 'We', 'want', 'our', 'students', 'to', 'get', 'their', 'points!', 'Let’s', 'get', 'the', 'follows', 'and', 'RTs', 'going!', 'I', 'wonder', 'if', 'a', 'few', 'people', 'can', 'help', 'out?', 'W…']"
Apr 25,"['next', 'time', 'bo', 'bay', 'wendys', 'hasi', 'bo', 'mes', 'un', 'fabor', 'y', 'pidi', 'un', 'extra', 'cheese', 'sauce,', 'thank', 'me', 'later']"
Apr 25,"['@SST_S_', '@Wendys', 'I', 'mean,', 'ALL', 'Wendy""s', 'are', 'cool.', 'Aren""t', 'they?']"
Apr 25,"['@JuiceDaJet', '@Wendys', 'But', 'That', 'Peach', 'Lemonade', 'Is', 'Killer', 'Doe.', '.', '.']"
