created_at,text
Apr 25,"['@CarlsJr', 'why', 'is', 'my', 'meal', 'over', '$12!', 'Almost', 'Double', 'what', 'my', 'cousin', 'pays', 'in', 'her', 'town!', 'Why', 'is', 'it', 'so', 'Expensive…', 'https://t.co/9YCRLCdOzk']"
Apr 25,"['RT', '@thathempygirl:', '@Penelope_owl', '@anaviimarket', '@CNN', '@CarlsJr', '@bluebirdhemp', 'https://t.co/RU2wmvfL1S']"
Apr 25,"['@CarlsJr', 'STOP!!']"
Apr 25,"['RT', '@CarlsJr:', '4/20', 'only:', 'We""re', 'dropping', 'our', 'Rocky', 'Mountain', 'High', 'Cheese', 'Burger', 'Delight', 'with', 'CBD-infused', 'Santa', 'Fe', 'sauce', 'at', 'one', 'Denver', 'location…']"
Apr 25,"['Finally', 'off', ',', 'broke', '&amp;', 'tired', '.', 'Tomorrow', 'another', 'day', '.', '#focus', 'ps', 'I’m', 'very', 'hungry', '#lol', '#innoutburger', '#deltaco…', 'https://t.co/yxFaLlrVR2']"
Apr 25,"['@CarlsJr', '@CarlsJr', 'Like', 'I', 'bought', 'a', 'medium', 'and', 'they', 'gave', 'me', 'xs', '😂']"
Apr 25,"['#Empresa', 'Carl""s', 'Jr.', 'presenta', 'una', 'hamburguesa', 'con', 'infusión', 'de', 'cannabis', 'https://t.co/i9bQ9yN8iL', '#CarlsJr…', 'https://t.co/sE9tmYAPIx']"
Apr 25,"['@CarlsJr', 'what', 'the', 'heck', 'happened?', '🤨', 'https://t.co/z2yINrsn5i']"
Apr 25,"['RT', '@MMireski:', '@killaCam_07', 'roadtrip?', 'https://t.co/5LKYv8hKHb']"
Apr 25,"['Beyond', 'tacos', 'from', '@DelTaco', 'and', 'a', 'beyond', 'burger', 'from', '@CarlsJr?', 'At', 'the', 'same', 'time?', '2019', 'is', 'a', 'time', 'to', 'be', 'alive.', '@BeyondMeat']"
